,Enzyme:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH,Keq,Km',Experimental conditions,Ionic strength [molal],Enthalpy [kJ/mol],solutes [mol/dm^3],Buffer:,-log[Mg+2],EC Value:,Method:,Ionic strength [mol/dm^3],solutes [molal]
3588, _-glucosidase, Î²-gentiobiose(aq) + H2O(l) = 2 D-glucose(aq),Tewari Y.B.; Goldberg R.N.; J. Biol. Chem.; 264 3966 (1989).,89TEW/GOL_919,2492994,,310.15,5.65, , , , ,2.11, , sodium acetate (0.1 mol dm-3), ,3.2.1.21, calorimetry, , 
3589, isochorismate synthase, chorismate(aq) = isochorismate(aq),"Liu J.; ""Molecular Studies on Enzymes in the Enterobactin Biosynthetic Pathway and on Peptidyl-Prolyl Cis-Trans Isomerase""; Thesis Massachusetts Institute of Technology (1990).",90LIU_1424, , ,298.15,7.5, , , , , , , phosphate (0.050 M), ,5.4.99.6, NMR and spectrophotometry, , 
3590, sucrose-phosphate synthase, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Lunn J.E.; Ap Rees T.; Biochem. J.; 267 739 (1990).,90LUN/APR_431,2140258,10.1042/bj2670739,298.15,7.0, , , , , , , Pipes (0.050 mol dm-3) + NaOH, ,2.4.1.14, enzymatic assay and spectrophotometry, , 
3591, sucrose-phosphate synthase, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Lunn J.E.; Ap Rees T.; Biochem. J.; 267 739 (1990).,90LUN/APR_431,2140258,10.1042/bj2670739,298.15,7.0, , , , , , , Pipes (0.050 mol dm-3) + NaOH, ,2.4.1.14, enzymatic assay and spectrophotometry, , 
3592, sucrose-phosphate synthase, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Lunn J.E.; Ap Rees T.; Biochem. J.; 267 739 (1990).,90LUN/APR_431,2140258,10.1042/bj2670739,298.15,7.5, , , , , , , Pipes (0.050 mol dm-3) + NaOH, ,2.4.1.14, enzymatic assay and spectrophotometry, , 
3593, sucrose-phosphate synthase, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Lunn J.E.; Ap Rees T.; Biochem. J.; 267 739 (1990).,90LUN/APR_431,2140258,10.1042/bj2670739,298.15,7.5, , , , , , , Pipes (0.050 mol dm-3) + NaOH, ,2.4.1.14, enzymatic assay and spectrophotometry, , 
3594, retinyl-palmitate esterase, retinyl palmitate(aq) + H2O(l) = retinol(aq) + palmitate(aq),O'Connor C.J.; Butler P.A.G.; Yaghi B.M.; J. Mol. Catal.; 60 255 (1990).,90OCO/BUT_752, , ,310.15 ,7.5,2.8E-3, , , , , , Tris (0.1 mol dm-3), ,3.1.1.21, spectrophotometry, , 
3595, glucose-6-phosphate isomerase, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Sangwan R.S.; Singh R.; Indian J. Biochem. Biophys.; 27 23 (1990).,90SAN/SIN_1363,2341161,,303.15,8.6, , , , , , , Tris (0.05 mol dm-3) + HCl, ,5.3.1.9, enzymatic assay + spectrophotometry, , 
3596, 4-aminobenzoate synthase, chorismate(aq) + ammonia(aq) = 4-amino-4-deoxychorismate(aq) + H2O(l),Anderson K.S.; Kati W.M.; Ye Q.-Z.; Liu J.; Walsh C.T.; Benesi A.J.; Johnson K.A.; J. Am. Chem. Soc.; 113 3198 (1991).,91AND/KAT_1232, , ,310.15,8.6,6.1, , , , , , Tris (0.050 M), ,4.-, HPLC, , 
3597," glucan 1,4-a-glucosidase", O-Î±-D-glucopyranosyl-(1->4)n(aq) + (n-1) H2O(l) = D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_882, , ,298.15,5.31, , , , , , , sodium acetate (0.57 mol dm-3), ,3.2.1.3, calorimetry, , 
3598," glucan 1,4-a-glucosidase", isomaltotriose(aq) + 2 H2O(l) = 3 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_888, , ,298.15,4.44, , , , ,11.4, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3599," glucan 1,4-a-glucosidase", maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_889, , ,298.15,4.44, , , , ,-26.81, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3600," glucan 1,4-a-glucosidase", maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_889, , ,304.65,4.44, , , , ,-27.14, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3601," glucan 1,4-a-glucosidase", maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_889, , ,311.15,4.44, , , , ,-26.38, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3602," glucan 1,4-a-glucosidase", maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_890, , ,298.15,4.44, , , , ,-22.40, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3603," glucan 1,4-a-glucosidase", maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_890, , ,304.65,4.44, , , , ,-22.63, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3604," glucan 1,4-a-glucosidase", maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_890, , ,311.15,4.44, , , , ,-22.16, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3605," glucan 1,4-a-glucosidase", maltopentaose(aq) + 4 H2O(l) = 5 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_891, , ,298.15,4.44, , , , ,-18.12, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3606," glucan 1,4-a-glucosidase", maltose(aq) + H2O(l) = 2 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_896, , ,298.15,4.44, , , , ,-4.55, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3607," glucan 1,4-a-glucosidase", maltotetraose(aq) + 3 H2O(l) = 4 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_897, , ,298.15,4.44, , , , ,-13.79, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3608," glucan 1,4-a-glucosidase", maltotriose(aq) + 2 H2O(l) = 3 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_899, , ,298.15,4.44, , , , ,-9.03, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3609," glucan 1,4-a-glucosidase", panose(aq) + 2 H2O(l) = 3 D-glucose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_901, , ,298.15,6.00, , , , ,1.46, , sodium acetate (0.1 mol dm-3), ,3.2.1.3, calorimetry, , 
3610, _-fructofuranosidase, raffinose(aq) + H2O(l) = Î±-D-melibiose(aq) + D-fructose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_940, , ,298.15,6.00, , , , ,-15.25, , sodium acetate (0.1 mol dm-3), ,3.2.1.26, calorimetry, , 
3611, _-fructofuranosidase, stachyose(aq) + H2O(l) = D-fructose(aq) + O-Î±-D-galactopyranosyl-(1->6)-O-Î±-D-galactopyranosyl-(1->6)-Î±-D-glucopyranose(aq),Goldberg R.N.; Bell D.; Tewari Y.B.; McLaughlin M.A.; Biophys. Chem.; 40 69 (1991).,91GOL/BEL_941,1873473,10.1016/0301-4622(91)85030-t,298.15,6.00, , , , ,-14.93, , sodium acetate (0.1 mol dm-3), ,3.2.1.26, calorimetry, , 
3612, purine-nucleoside phosphorylase and pyrimidine-nucleoside phosphorylase, inosine(aq) + thymine(aq) = 5-methyluridine(aq) + hypoxanthine(aq),Hori N.; Uehara K.; Mikami Y.; Agric. Biol. Chem.; 55 1071 (1991).,91HOR/UEH_467, , ,313.15,7.0, , , , , , , potassium phosphate (0.005 mol dm-3), ,2.4.2.1 & 2.4.2.1, HPLC, , 
3613, pyrimidine-nucleoside phosphorylase, 5-methyluridine(aq) + orthophosphate(aq) = thymine(aq) + Î±-D-ribose 1-phosphate(aq),Hori N.; Uehara K.; Mikami Y.; Agric. Biol. Chem.; 55 1071 (1991).,91HOR/UEH_469, , ,313.15,7.0, , , , , , , potassium phosphate (0.005 mol dm-3), ,2.4.2.2, HPLC, , 
3614, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),2.08,2.7.4.3, enzymatic assay and spectrophotometry, , 
3615, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),2.17,2.7.4.3, enzymatic assay and spectrophotometry, , 
3616, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),2.28,2.7.4.3, enzymatic assay and spectrophotometry, , 
3617, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),2.49,2.7.4.3, enzymatic assay and spectrophotometry, , 
3618, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),2.68,2.7.4.3, enzymatic assay and spectrophotometry, , 
3619, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),3.00,2.7.4.3, enzymatic assay and spectrophotometry, , 
3620, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),3.04,2.7.4.3, enzymatic assay and spectrophotometry, , 
3621, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),3.20,2.7.4.3, enzymatic assay and spectrophotometry, , 
3622, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),3.84,2.7.4.3, enzymatic assay and spectrophotometry, , 
3623, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),4.37,2.7.4.3, enzymatic assay and spectrophotometry, , 
3624, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),4.88,2.7.4.3, enzymatic assay and spectrophotometry, , 
3625, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),5.37,2.7.4.3, enzymatic assay and spectrophotometry, , 
3626, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),5.53,2.7.4.3, enzymatic assay and spectrophotometry, , 
3627, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654, , ,298.15,8.0, , , , , , , Tricine (0.10 mol dm-3),5.83,2.7.4.3, enzymatic assay and spectrophotometry, , 
3628, phosphoglucomutase, 6-thioglucose 6-phosphate(aq) = 6-thioglucose 1-phosphate(aq),Knight W.B.; Sem D.S.; Smith K.; Miziorko H.M.; Rendina A.R.; Cleland W.W.; Biochemistry; 30 4970 (1991).,91KNI/SEM_1406,1645186,10.1021/bi00234a019,295.15,8.4, , , , , , , Taps (0.072 mol dm-3), ,5.4.2.2, NMR, , 
3629, N-acetylneuraminate lyase, N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",91KRA/GYG_1120, , ,283.15,7.5,0.0120, , , , , , none, ,4.1.3.3, HPLC, , 
3630, N-acetylneuraminate lyase, N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",91KRA/GYG_1120, , ,298.15,7.5,0.0348, , , , , , none, ,4.1.3.3, HPLC, , 
3631, fructose-biphosphatase," D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",Liu F.; Fromm H.J.; J. Biol. Chem.; 266 11774 (1991).,91LIU/FRO_832,1646815,,288.15,7.5,47, , , , , , Tris (0.05 mol dm-3) + HCl, ,3.1.3.11, NMR, , 
3632, cytochrome-c oxidase, 4 reduced cytochrome c(aq) + O2(aq) = 4 cytochrome c(aq) + 2 H2O(l),Morin P.E.; Freire E.; Biochemistry; 30 8494 (1991).,91MOR/FRE_329,1653014,10.1021/bi00098a030,299.4,7.4, , , , , , , phosphate MOPS Tricine and Tris, ,1.9.3.1, calorimetry, , 
3633, L-iditol dehydrogenase, galactitol(aq) + NAD(aq) = D-tagatose(aq) + NADH(aq),Schneider K.H.; Giffhorn F.; Enzyme Microb. Technol.; 13 332 (1991).,91SCH/GIF_59, , ,298.15,7.0, , , , , , , potassium phosphate (0.1 mol dm-3), ,1.1.1.14, spectrophotometry, , 
3634, L-iditol dehydrogenase, D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),Schneider K.H.; Giffhorn F.; Enzyme Microb. Technol.; 13 332 (1991).,91SCH/GIF_69, , ,298.15,7.0, , , , , , , potassium phosphate (0.1 mol dm-3), ,1.1.1.14, spectrophotometry, , 
3635, glucose-6-phosphate isomerase, 6-amino-D-glucose 6-phosphate(aq) = 6-amino-D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1349, , ,278.85,8.7, , , , , , , Ches (0.10 mol dm-3), ,5.3.1.9, NMR and spectrophotometry, , 
3636, glucose-6-phosphate isomerase, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1364, , ,278.85,8.7, , , , , , , Ches (0.10 mol dm-3), ,5.3.1.9, NMR and spectrophotometry, , 
3637, glucose-6-phosphate isomerase, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1364, , ,295.15,8.7, , , , , , , Ches (0.10 mol dm-3), ,5.3.1.9, NMR and spectrophotometry, , 
3638, hexokinase, ATP(aq) + 6-amino-D-glucose(aq) = ADP(aq) + 6-amino-D-glucose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_542,1827991,10.1021/bi00234a020,298.15,9.25, , , , , , , Ches (0.10 mol dm-3), ,2.7.1.1, NMR and spectrophotometry, , 
3639, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,277.8, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3640, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,281.2, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3641, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,285.3, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3642, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,291.1, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3643, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,297.6, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3644, ?1-piperidine-2-carboxylate reductase, L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,1873475,10.1016/0301-4622(91)85032-l,305.0, , , , , , , , phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3), ,1.5.1.21, spectrophotometry, , 
3645, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876, , ,286.45,5.65, ,122, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.2, HPLC, , 
3646, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876, , ,292.25,5.65, ,123, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.2, HPLC, , 
3647, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876, , ,298.15,5.65, ,119, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.2, HPLC, , 
3648, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876, , ,304.55,5.65, ,118, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.2, HPLC, , 
3649, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876, , ,310.25,5.65, ,115, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.2, HPLC, , 
3650, _-amylase," Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_877, , ,298.15,5.65, , , , ,4.73, , sodium acetate (0.1 mol dm-3), ,3.2.1.2, calorimetry, , 
3651," oligo-1,6-glucosidase", palatinose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_911, , ,298.15,4.44, , , , ,-4.44, , sodium acetate (0.02 mol dm-3), ,3.2.1.10, calorimetry, , 
3652, a-glucosidase, D-turanose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_913, , ,298.15,5.65, , , , ,-2.68, , sodium acetate (0.1 mol dm-3), ,3.2.1.20, calorimetry, , 
3653, _-glucosidase, Î±-D-melibiose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_920, , ,298.15,5.65, , , , ,-0.88, , sodium acetate (0.1 mol dm-3), ,3.2.1.21, calorimetry, , 
3654, _-glucosidase, Î±-D-melibiose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_921, , ,298.15,5.65, ,123, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.21, HPLC, , 
3655, _-galactosidase, 3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928, , ,286.15,5.65, ,108, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.23, HPLC, , 
3656, _-galactosidase, 3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928, , ,292.15,5.65, ,108, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.23, HPLC, , 
3657, _-galactosidase, 3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928, , ,298.15,5.65, ,104, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.23, HPLC, , 
3658, _-galactosidase, 3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_929, , ,298.15,4.44, , , , ,2.97, , sodium acetate (0.02 mol dm-3), ,3.2.1.23, calorimetry, , 
3659, _-galactosidase, lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_934, , ,298.15,5.65, ,128, , , , , sodium acetate (0.1 mol dm-3), ,3.2.1.23, HPLC, , 
3660, _-galactosidase, lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_935,1873472,10.1016/0301-4622(91)85029-p,298.15,5.65, , , , ,2.21, , sodium acetate (0.1 mol dm-3), ,3.2.1.23, calorimetry, , 
3661, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_304, , ,310.15,7.8, , , , , , , Tris (0.1 mol dm-3) + HCl, ,1.5.1.15, spectrophotometry, , 
3662, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_304, , ,310.15,7.9, , , , , , , Tris (0.1 mol dm-3) + HCl, ,1.5.1.15, spectrophotometry, , 
3663, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_305, , ,310.15,7.2, , , , , , , Tris (0.1 mol dm-3) + HCl, ,1.5.1.15, spectrophotometry, , 
3664, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_305, , ,310.15,8.25, , , , , , , Tris (0.1 mol dm-3) + HCl, ,1.5.1.15, spectrophotometry, , 
3665, chymotrypsin, N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966, , ,298.15, ,2.0, ,2-butanone, , , , , ,3.4.21.1, HPLC, , 
3666, chymotrypsin, N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966, , ,298.15, ,0.91, ,3-pentanone, , , , , ,3.4.21.1, HPLC, , 
